,geneID
3914,ENSG00000111328
3915,ENSG00000111331
3916,ENSG00000111335
3920,ENSG00000111348
3921,ENSG00000111358
3922,ENSG00000111361
3923,ENSG00000111364
3924,ENSG00000111371
3927,ENSG00000111412
3928,ENSG00000111424
3930,ENSG00000111445
3931,ENSG00000111450
3933,ENSG00000111481
3934,ENSG00000111490
3935,ENSG00000111530
3938,ENSG00000111540
3939,ENSG00000111554
3940,ENSG00000111581
3941,ENSG00000111596
3942,ENSG00000111602
3943,ENSG00000111605
3944,ENSG00000111615
3945,ENSG00000111639
3946,ENSG00000111640
3947,ENSG00000111641
3948,ENSG00000111642
3950,ENSG00000111647
3951,ENSG00000111652
3952,ENSG00000111653
3954,ENSG00000111665
3955,ENSG00000111666
3956,ENSG00000111667
3957,ENSG00000111669
3958,ENSG00000111670
3959,ENSG00000111671
3960,ENSG00000111674
3961,ENSG00000111676
3962,ENSG00000111678
3963,ENSG00000111679
3964,ENSG00000111684
3965,ENSG00000111696
3969,ENSG00000111707
3970,ENSG00000111711
3972,ENSG00000111716
3973,ENSG00000111725
3974,ENSG00000111726
3975,ENSG00000111727
3978,ENSG00000111731
3980,ENSG00000111737
3981,ENSG00000111752
3982,ENSG00000111775
3985,ENSG00000111785
3986,ENSG00000111786
3987,ENSG00000111788
3988,ENSG00000111790
3989,ENSG00000111796
3990,ENSG00000111799
3991,ENSG00000111801
3992,ENSG00000111802
3993,ENSG00000111816
3994,ENSG00000111817
3995,ENSG00000111832
3996,ENSG00000111834
3997,ENSG00000111837
3998,ENSG00000111843
3999,ENSG00000111845
4000,ENSG00000111846
4001,ENSG00000111850
4002,ENSG00000111859
4004,ENSG00000111863
4005,ENSG00000111875
4006,ENSG00000111877
4008,ENSG00000111880
4011,ENSG00000111897
4012,ENSG00000111906
4013,ENSG00000111907
4014,ENSG00000111911
4015,ENSG00000111912
4017,ENSG00000111961
4019,ENSG00000111981
4020,ENSG00000112029
4021,ENSG00000112031
4022,ENSG00000112033
4024,ENSG00000112039
4027,ENSG00000112062
4029,ENSG00000112078
4030,ENSG00000112079
4031,ENSG00000112081
4032,ENSG00000112096
4033,ENSG00000112110
4036,ENSG00000112118
4037,ENSG00000112130
4040,ENSG00000112144
4041,ENSG00000112146
4042,ENSG00000112149
4043,ENSG00000112159
4045,ENSG00000112167
4048,ENSG00000112183
4049,ENSG00000112186
4051,ENSG00000112200
4052,ENSG00000112208
4053,ENSG00000112210
4058,ENSG00000112234
4059,ENSG00000112237
4061,ENSG00000112242
4062,ENSG00000112245
4064,ENSG00000112249
4066,ENSG00000112276
4068,ENSG00000112282
4069,ENSG00000112290
4071,ENSG00000112294
4072,ENSG00000112297
4073,ENSG00000112299
4075,ENSG00000112304
4076,ENSG00000112305
4077,ENSG00000112306
4078,ENSG00000112308
4080,ENSG00000112312
4084,ENSG00000112335
4086,ENSG00000112339
4087,ENSG00000112343
4088,ENSG00000112357
4089,ENSG00000112365
4090,ENSG00000112367
4091,ENSG00000112378
4092,ENSG00000112379
4094,ENSG00000112406
4095,ENSG00000112414
4096,ENSG00000112419
4097,ENSG00000112425
4099,ENSG00000112473
4103,ENSG00000112511
4104,ENSG00000112514
4106,ENSG00000112531
4109,ENSG00000112559
4110,ENSG00000112561
4112,ENSG00000112576
4113,ENSG00000112578
4114,ENSG00000112584
4115,ENSG00000112592
4116,ENSG00000112599
4118,ENSG00000112624
4119,ENSG00000112640
4120,ENSG00000112651
4121,ENSG00000112655
4122,ENSG00000112658
4123,ENSG00000112659
4124,ENSG00000112667
4125,ENSG00000112679
4126,ENSG00000112685
4127,ENSG00000112695
4128,ENSG00000112697
4129,ENSG00000112699
4130,ENSG00000112701
4132,ENSG00000112715
4133,ENSG00000112739
4134,ENSG00000112742
4135,ENSG00000112759
4137,ENSG00000112763
4139,ENSG00000112773
4140,ENSG00000112782
4141,ENSG00000112787
4142,ENSG00000112796
4144,ENSG00000112812
4146,ENSG00000112837
4147,ENSG00000112851
4149,ENSG00000112855
4150,ENSG00000112874
4151,ENSG00000112877
4152,ENSG00000112893
4155,ENSG00000112941
4157,ENSG00000112972
4158,ENSG00000112977
4160,ENSG00000112983
4161,ENSG00000112984
4162,ENSG00000112992
4163,ENSG00000112996
4164,ENSG00000113013
4165,ENSG00000113048
4166,ENSG00000113068
4167,ENSG00000113070
4172,ENSG00000113108
4173,ENSG00000113119
4174,ENSG00000113140
4175,ENSG00000113141
4176,ENSG00000113161
4177,ENSG00000113163
4178,ENSG00000113194
4185,ENSG00000113240
4190,ENSG00000113269
4191,ENSG00000113272
4192,ENSG00000113273
4193,ENSG00000113282
4195,ENSG00000113300
4198,ENSG00000113312
4199,ENSG00000113318
4200,ENSG00000113319
4202,ENSG00000113328
4203,ENSG00000113356
4204,ENSG00000113360
4206,ENSG00000113368
4207,ENSG00000113369
4208,ENSG00000113384
4209,ENSG00000113387
4211,ENSG00000113391
4212,ENSG00000113396
4213,ENSG00000113407
4215,ENSG00000113441
4216,ENSG00000113448
4217,ENSG00000113456
4218,ENSG00000113460
4221,ENSG00000113504
4223,ENSG00000113522
4225,ENSG00000113532
4226,ENSG00000113552
4228,ENSG00000113558
4229,ENSG00000113569
4230,ENSG00000113575
4232,ENSG00000113580
4233,ENSG00000113583
4234,ENSG00000113593
4235,ENSG00000113594
4236,ENSG00000113595
4237,ENSG00000113597
4239,ENSG00000113615
4240,ENSG00000113621
4241,ENSG00000113638
4242,ENSG00000113643
4243,ENSG00000113645
4244,ENSG00000113648
4245,ENSG00000113649
4247,ENSG00000113658
4248,ENSG00000113712
4249,ENSG00000113716
4250,ENSG00000113719
4253,ENSG00000113732
4254,ENSG00000113734
4255,ENSG00000113739
4256,ENSG00000113742
4258,ENSG00000113758
4259,ENSG00000113761
4261,ENSG00000113790
4263,ENSG00000113810
4264,ENSG00000113811
4265,ENSG00000113812
4266,ENSG00000113838
4267,ENSG00000113845
4268,ENSG00000113851
4271,ENSG00000113916
4273,ENSG00000113946
4274,ENSG00000113966
4275,ENSG00000113971
4277,ENSG00000114019
4278,ENSG00000114021
4279,ENSG00000114023
4280,ENSG00000114026
4281,ENSG00000114030
4282,ENSG00000114054
4283,ENSG00000114062
4284,ENSG00000114098
4285,ENSG00000114107
4288,ENSG00000114120
4290,ENSG00000114125
4291,ENSG00000114126
4292,ENSG00000114127
4293,ENSG00000114166
4296,ENSG00000114209
4299,ENSG00000114268
4300,ENSG00000114270
4302,ENSG00000114302
4303,ENSG00000114315
4304,ENSG00000114316
4305,ENSG00000114331
4306,ENSG00000114346
4308,ENSG00000114353
4309,ENSG00000114354
4312,ENSG00000114383
4313,ENSG00000114388
4314,ENSG00000114391
4315,ENSG00000114395
4316,ENSG00000114405
4317,ENSG00000114416
4318,ENSG00000114423
4319,ENSG00000114439
4320,ENSG00000114446
4321,ENSG00000114450
4323,ENSG00000114473
4324,ENSG00000114480
4326,ENSG00000114491
4327,ENSG00000114503
4328,ENSG00000114520
4329,ENSG00000114529
4330,ENSG00000114541
4331,ENSG00000114544
4333,ENSG00000114554
4334,ENSG00000114573
4335,ENSG00000114626
4336,ENSG00000114631
4337,ENSG00000114638
4338,ENSG00000114646
4339,ENSG00000114648
4340,ENSG00000114650
4343,ENSG00000114670
4344,ENSG00000114686
4345,ENSG00000114698
4346,ENSG00000114735
4348,ENSG00000114738
4349,ENSG00000114739
4350,ENSG00000114742
4351,ENSG00000114744
4352,ENSG00000114745
4354,ENSG00000114767
4355,ENSG00000114770
4357,ENSG00000114779
4358,ENSG00000114784
4360,ENSG00000114790
4361,ENSG00000114796
4365,ENSG00000114850
4366,ENSG00000114853
4367,ENSG00000114854
4368,ENSG00000114857
4369,ENSG00000114859
4371,ENSG00000114867
4372,ENSG00000114902
4373,ENSG00000114904
4374,ENSG00000114923
4375,ENSG00000114933
4376,ENSG00000114942
4378,ENSG00000114956
4379,ENSG00000114978
4380,ENSG00000114982
4381,ENSG00000114988
4382,ENSG00000114993
4383,ENSG00000114999
4384,ENSG00000115008
4385,ENSG00000115009
4386,ENSG00000115020
4387,ENSG00000115041
4388,ENSG00000115042
4389,ENSG00000115053
4390,ENSG00000115073
4391,ENSG00000115084
4393,ENSG00000115091
4394,ENSG00000115107
4395,ENSG00000115109
4396,ENSG00000115112
4397,ENSG00000115128
4398,ENSG00000115129
4399,ENSG00000115137
4401,ENSG00000115145
4403,ENSG00000115159
4404,ENSG00000115163
4406,ENSG00000115170
4407,ENSG00000115183
4408,ENSG00000115194
4409,ENSG00000115204
4410,ENSG00000115207
4411,ENSG00000115211
4412,ENSG00000115216
4413,ENSG00000115221
4414,ENSG00000115226
4416,ENSG00000115233
4417,ENSG00000115234
4419,ENSG00000115241
4421,ENSG00000115255
4422,ENSG00000115257
4424,ENSG00000115266
4425,ENSG00000115267
4426,ENSG00000115268
4427,ENSG00000115271
4428,ENSG00000115274
4429,ENSG00000115275
4430,ENSG00000115282
4431,ENSG00000115286
4432,ENSG00000115289
4433,ENSG00000115290
4434,ENSG00000115295
4436,ENSG00000115306
4437,ENSG00000115307
4438,ENSG00000115310
4439,ENSG00000115317
4440,ENSG00000115318
4441,ENSG00000115325
4442,ENSG00000115339
4443,ENSG00000115350
4445,ENSG00000115355
4447,ENSG00000115363
4448,ENSG00000115364
4449,ENSG00000115365
4450,ENSG00000115368
4451,ENSG00000115380
4453,ENSG00000115392
4454,ENSG00000115414
4455,ENSG00000115415
4456,ENSG00000115419
4457,ENSG00000115421
4459,ENSG00000115425
4460,ENSG00000115446
4461,ENSG00000115457
4462,ENSG00000115459
4464,ENSG00000115464
4465,ENSG00000115468
4467,ENSG00000115484
4468,ENSG00000115486
4470,ENSG00000115504
4471,ENSG00000115507
4472,ENSG00000115514
4473,ENSG00000115520
4475,ENSG00000115524
4477,ENSG00000115526
4478,ENSG00000115539
4479,ENSG00000115540
4480,ENSG00000115541
4481,ENSG00000115548
4482,ENSG00000115556
4483,ENSG00000115561
4484,ENSG00000115568
4485,ENSG00000115590
4488,ENSG00000115594
4489,ENSG00000115596
4492,ENSG00000115604
4494,ENSG00000115616
4495,ENSG00000115641
4496,ENSG00000115648
4497,ENSG00000115649
4498,ENSG00000115652
4500,ENSG00000115661
4502,ENSG00000115677
4503,ENSG00000115685
4504,ENSG00000115687
4505,ENSG00000115694
4507,ENSG00000115718
4508,ENSG00000115738
4509,ENSG00000115750
4510,ENSG00000115756
4511,ENSG00000115758
4512,ENSG00000115760
4513,ENSG00000115761
4514,ENSG00000115762
4515,ENSG00000115806
4516,ENSG00000115808
4517,ENSG00000115816
4518,ENSG00000115825
4519,ENSG00000115827
4520,ENSG00000115828
4521,ENSG00000115839
4522,ENSG00000115840
4523,ENSG00000115841
4524,ENSG00000115844
4526,ENSG00000115866
4527,ENSG00000115875
4528,ENSG00000115884
4530,ENSG00000115902
4531,ENSG00000115904
4534,ENSG00000115935
4535,ENSG00000115942
4536,ENSG00000115944
4537,ENSG00000115946
4538,ENSG00000115947
4540,ENSG00000115963
4541,ENSG00000115966
4542,ENSG00000115970
4543,ENSG00000115977
4544,ENSG00000115993
4545,ENSG00000115998
4546,ENSG00000116001
4547,ENSG00000116005
4549,ENSG00000116016
4550,ENSG00000116017
4551,ENSG00000116030
4554,ENSG00000116035
4555,ENSG00000116039
4556,ENSG00000116044
4557,ENSG00000116062
4558,ENSG00000116095
4559,ENSG00000116096
4562,ENSG00000116120
4563,ENSG00000116127
4564,ENSG00000116128
4566,ENSG00000116133
4567,ENSG00000116138
4568,ENSG00000116141
4570,ENSG00000116151
4572,ENSG00000116161
4573,ENSG00000116171
4576,ENSG00000116191
4578,ENSG00000116198
4579,ENSG00000116199
4580,ENSG00000116205
4581,ENSG00000116209
4582,ENSG00000116212
4583,ENSG00000116213
4585,ENSG00000116221
4586,ENSG00000116237
4587,ENSG00000116251
4589,ENSG00000116260
4590,ENSG00000116266
4591,ENSG00000116273
4592,ENSG00000116285
4593,ENSG00000116288
4594,ENSG00000116299
4596,ENSG00000116337
4597,ENSG00000116350
4598,ENSG00000116353
4599,ENSG00000116396
4600,ENSG00000116406
4601,ENSG00000116455
4602,ENSG00000116459
4603,ENSG00000116473
4604,ENSG00000116478
4605,ENSG00000116489
4606,ENSG00000116497
4607,ENSG00000116514
4608,ENSG00000116521
4609,ENSG00000116525
4610,ENSG00000116539
4612,ENSG00000116560
4614,ENSG00000116580
4615,ENSG00000116584
4616,ENSG00000116586
4617,ENSG00000116604
4618,ENSG00000116641
4619,ENSG00000116649
4620,ENSG00000116652
4621,ENSG00000116661
4622,ENSG00000116663
4624,ENSG00000116668
4625,ENSG00000116670
4626,ENSG00000116675
4627,ENSG00000116678
4628,ENSG00000116679
4629,ENSG00000116685
4630,ENSG00000116688
4632,ENSG00000116691
4633,ENSG00000116698
4634,ENSG00000116701
4636,ENSG00000116704
4638,ENSG00000116717
4641,ENSG00000116729
4642,ENSG00000116731
4643,ENSG00000116741
4645,ENSG00000116747
4647,ENSG00000116750
4648,ENSG00000116752
4649,ENSG00000116754
4650,ENSG00000116761
4651,ENSG00000116771
4655,ENSG00000116786
4656,ENSG00000116791
4657,ENSG00000116793
4658,ENSG00000116809
4659,ENSG00000116815
4660,ENSG00000116819
4662,ENSG00000116830
4663,ENSG00000116833
4665,ENSG00000116857
4666,ENSG00000116863
4667,ENSG00000116871
4668,ENSG00000116874
4670,ENSG00000116883
4671,ENSG00000116885
4672,ENSG00000116898
4673,ENSG00000116903
4674,ENSG00000116906
4675,ENSG00000116918
4676,ENSG00000116922
4677,ENSG00000116954
4678,ENSG00000116957
4679,ENSG00000116962
4680,ENSG00000116977
4682,ENSG00000116983
4683,ENSG00000116984
4684,ENSG00000116985
4685,ENSG00000116990
4688,ENSG00000117000
4689,ENSG00000117009
4690,ENSG00000117010
4691,ENSG00000117013
4692,ENSG00000117016
4693,ENSG00000117020
4694,ENSG00000117036
4695,ENSG00000117054
4696,ENSG00000117069
4699,ENSG00000117114
4700,ENSG00000117115
4701,ENSG00000117118
4702,ENSG00000117122
4703,ENSG00000117133
4704,ENSG00000117139
4705,ENSG00000117143
4707,ENSG00000117151
4709,ENSG00000117153
4711,ENSG00000117155
4712,ENSG00000117174
4714,ENSG00000117222
4715,ENSG00000117226
4716,ENSG00000117228
4717,ENSG00000117242
4719,ENSG00000117262
4720,ENSG00000117266
4721,ENSG00000117280
4723,ENSG00000117289
4724,ENSG00000117298
4725,ENSG00000117305
4726,ENSG00000117308
4727,ENSG00000117318
4728,ENSG00000117322
4729,ENSG00000117335
4730,ENSG00000117360
4731,ENSG00000117362
4732,ENSG00000117385
4733,ENSG00000117394
4734,ENSG00000117395
4735,ENSG00000117399
4737,ENSG00000117407
4738,ENSG00000117408
4739,ENSG00000117410
4740,ENSG00000117411
4741,ENSG00000117419
4743,ENSG00000117448
4744,ENSG00000117450
4745,ENSG00000117461
4746,ENSG00000117472
4747,ENSG00000117475
4748,ENSG00000117477
4749,ENSG00000117479
4750,ENSG00000117480
4751,ENSG00000117481
4752,ENSG00000117500
4754,ENSG00000117505
4756,ENSG00000117519
4757,ENSG00000117523
4758,ENSG00000117525
4759,ENSG00000117528
4760,ENSG00000117533
4761,ENSG00000117543
4763,ENSG00000117569
4765,ENSG00000117592
4766,ENSG00000117593
4768,ENSG00000117595
4769,ENSG00000117597
4773,ENSG00000117602
4774,ENSG00000117614
4775,ENSG00000117616
4776,ENSG00000117620
4777,ENSG00000117625
4778,ENSG00000117632
4779,ENSG00000117640
4781,ENSG00000117650
4782,ENSG00000117676
4783,ENSG00000117682
4784,ENSG00000117691
4785,ENSG00000117697
4787,ENSG00000117713
4788,ENSG00000117724
4789,ENSG00000117748
4790,ENSG00000117751
4791,ENSG00000117758
4792,ENSG00000117791
4794,ENSG00000117859
4795,ENSG00000117862
4796,ENSG00000117868
4797,ENSG00000117877
4798,ENSG00000117899
4799,ENSG00000117906
4802,ENSG00000117984
4804,ENSG00000118007
4806,ENSG00000118046
4807,ENSG00000118058
4809,ENSG00000118096
4814,ENSG00000118162
4815,ENSG00000118181
4816,ENSG00000118193
4818,ENSG00000118197
4819,ENSG00000118200
4820,ENSG00000118217
4822,ENSG00000118242
4824,ENSG00000118246
4826,ENSG00000118260
4827,ENSG00000118263
4829,ENSG00000118276
4835,ENSG00000118363
4836,ENSG00000118369
4837,ENSG00000118402
4839,ENSG00000118412
4840,ENSG00000118418
4841,ENSG00000118420
4844,ENSG00000118454
4846,ENSG00000118482
4849,ENSG00000118495
4850,ENSG00000118496
4851,ENSG00000118503
4852,ENSG00000118507
4853,ENSG00000118508
4856,ENSG00000118515
4857,ENSG00000118518
4859,ENSG00000118523
4862,ENSG00000118564
4863,ENSG00000118579
4865,ENSG00000118600
4866,ENSG00000118620
4867,ENSG00000118640
4868,ENSG00000118655
4869,ENSG00000118680
4870,ENSG00000118689
4871,ENSG00000118690
4873,ENSG00000118705
4874,ENSG00000118707
4877,ENSG00000118762
4878,ENSG00000118777
4880,ENSG00000118804
4881,ENSG00000118816
4882,ENSG00000118849
4883,ENSG00000118855
4884,ENSG00000118873
4885,ENSG00000118894
4886,ENSG00000118898
4887,ENSG00000118900
4890,ENSG00000118939
4892,ENSG00000118960
4893,ENSG00000118961
4894,ENSG00000118965
4895,ENSG00000118971
4898,ENSG00000118985
4901,ENSG00000119004
4902,ENSG00000119013
4903,ENSG00000119041
4905,ENSG00000119048
4907,ENSG00000119125
4908,ENSG00000119138
4909,ENSG00000119139
4911,ENSG00000119185
4912,ENSG00000119203
4913,ENSG00000119227
4914,ENSG00000119231
4915,ENSG00000119242
4916,ENSG00000119280
4918,ENSG00000119285
4919,ENSG00000119314
4920,ENSG00000119318
4921,ENSG00000119321
4922,ENSG00000119326
4923,ENSG00000119328
4924,ENSG00000119333
4925,ENSG00000119335
4926,ENSG00000119383
4927,ENSG00000119392
4928,ENSG00000119396
4929,ENSG00000119397
4930,ENSG00000119401
4931,ENSG00000119402
4932,ENSG00000119403
4933,ENSG00000119408
4934,ENSG00000119411
4935,ENSG00000119414
4936,ENSG00000119421
4937,ENSG00000119431
4939,ENSG00000119446
4941,ENSG00000119471
4942,ENSG00000119487
4944,ENSG00000119509
4945,ENSG00000119514
4946,ENSG00000119522
4947,ENSG00000119523
4949,ENSG00000119537
4950,ENSG00000119541
4952,ENSG00000119559
4953,ENSG00000119574
4954,ENSG00000119596
4955,ENSG00000119599
4958,ENSG00000119616
4959,ENSG00000119630
4960,ENSG00000119632
4961,ENSG00000119636
4962,ENSG00000119638
4963,ENSG00000119640
4964,ENSG00000119650
4965,ENSG00000119655
4967,ENSG00000119661
4968,ENSG00000119669
4969,ENSG00000119673
4970,ENSG00000119681
4971,ENSG00000119682
4972,ENSG00000119684
4973,ENSG00000119685
4974,ENSG00000119686
4975,ENSG00000119688
4976,ENSG00000119689
4979,ENSG00000119703
4980,ENSG00000119705
4981,ENSG00000119707
4982,ENSG00000119711
4983,ENSG00000119714
4985,ENSG00000119718
4986,ENSG00000119720
4987,ENSG00000119723
4989,ENSG00000119729
4990,ENSG00000119737
4991,ENSG00000119760
4992,ENSG00000119771
4993,ENSG00000119772
4994,ENSG00000119777
4995,ENSG00000119778
4996,ENSG00000119782
4997,ENSG00000119787
4998,ENSG00000119801
4999,ENSG00000119812
5000,ENSG00000119820
5001,ENSG00000119844
5002,ENSG00000119862
5005,ENSG00000119878
5006,ENSG00000119888
5007,ENSG00000119899
5008,ENSG00000119900
5009,ENSG00000119906
5010,ENSG00000119912
5013,ENSG00000119917
5015,ENSG00000119922
5016,ENSG00000119927
5017,ENSG00000119929
5018,ENSG00000119938
5020,ENSG00000119946
5021,ENSG00000119950
5022,ENSG00000119953
5023,ENSG00000119965
5024,ENSG00000119969
5026,ENSG00000119977
5027,ENSG00000119979
5028,ENSG00000119986
5029,ENSG00000120008
5030,ENSG00000120029
5033,ENSG00000120053
5037,ENSG00000120063
5038,ENSG00000120068
5039,ENSG00000120071
5040,ENSG00000120075
5042,ENSG00000120093
5044,ENSG00000120129
5045,ENSG00000120137
5048,ENSG00000120158
5049,ENSG00000120159
5051,ENSG00000120162
5055,ENSG00000120217
5059,ENSG00000120253
5060,ENSG00000120254
5061,ENSG00000120256
5063,ENSG00000120265
5068,ENSG00000120306
5069,ENSG00000120314
5070,ENSG00000120318
5077,ENSG00000120333
5078,ENSG00000120334
5079,ENSG00000120337
5081,ENSG00000120370
5083,ENSG00000120437
5084,ENSG00000120438
5086,ENSG00000120451
5088,ENSG00000120458
5092,ENSG00000120509
5093,ENSG00000120519
5094,ENSG00000120526
5095,ENSG00000120533
5096,ENSG00000120539
5097,ENSG00000120549
5102,ENSG00000120616
5104,ENSG00000120647
5105,ENSG00000120656
5106,ENSG00000120658
5108,ENSG00000120662
5109,ENSG00000120664
5111,ENSG00000120675
5112,ENSG00000120685
5113,ENSG00000120686
5114,ENSG00000120688
5115,ENSG00000120690
5117,ENSG00000120694
5118,ENSG00000120696
5119,ENSG00000120697
5120,ENSG00000120699
5121,ENSG00000120705
5122,ENSG00000120708
5123,ENSG00000120709
5124,ENSG00000120725
5125,ENSG00000120727
5127,ENSG00000120733
5128,ENSG00000120738
5129,ENSG00000120742
5130,ENSG00000120756
5131,ENSG00000120784
5132,ENSG00000120798
5133,ENSG00000120800
5134,ENSG00000120802
5135,ENSG00000120805
5136,ENSG00000120820
5137,ENSG00000120832
5138,ENSG00000120833
5139,ENSG00000120837
5140,ENSG00000120860
5141,ENSG00000120868
5142,ENSG00000120875
5143,ENSG00000120885
5144,ENSG00000120889
5145,ENSG00000120896
5146,ENSG00000120899
5149,ENSG00000120910
5150,ENSG00000120913
5151,ENSG00000120915
5152,ENSG00000120925
5154,ENSG00000120942
5155,ENSG00000120948
5156,ENSG00000120949
5158,ENSG00000120963
5159,ENSG00000120992
5161,ENSG00000121022
5162,ENSG00000121039
5164,ENSG00000121057
5165,ENSG00000121058
5166,ENSG00000121060
5167,ENSG00000121064
5168,ENSG00000121067
5170,ENSG00000121073
5174,ENSG00000121104
5175,ENSG00000121152
5177,ENSG00000121210
5178,ENSG00000121211
5181,ENSG00000121274
5182,ENSG00000121281
5183,ENSG00000121289
5185,ENSG00000121310
5187,ENSG00000121316
5190,ENSG00000121350
5197,ENSG00000121390
5198,ENSG00000121406
5201,ENSG00000121417
5204,ENSG00000121454
5205,ENSG00000121481
5206,ENSG00000121486
5207,ENSG00000121542
5211,ENSG00000121578
5212,ENSG00000121579
5214,ENSG00000121621
5216,ENSG00000121644
5217,ENSG00000121653
5218,ENSG00000121671
5219,ENSG00000121680
5220,ENSG00000121690
5221,ENSG00000121691
5222,ENSG00000121716
5223,ENSG00000121741
5224,ENSG00000121742
5225,ENSG00000121743
5226,ENSG00000121749
5227,ENSG00000121753
5229,ENSG00000121766
5230,ENSG00000121769
5231,ENSG00000121774
5232,ENSG00000121775
5235,ENSG00000121848
5236,ENSG00000121851
5239,ENSG00000121864
5241,ENSG00000121879
5242,ENSG00000121892
5243,ENSG00000121895
5244,ENSG00000121897
5246,ENSG00000121900
5247,ENSG00000121903
5250,ENSG00000121931
5252,ENSG00000121940
5253,ENSG00000121957
5254,ENSG00000121964
5256,ENSG00000121988
5257,ENSG00000121989
5258,ENSG00000122008
5261,ENSG00000122026
5262,ENSG00000122033
5263,ENSG00000122034
5264,ENSG00000122035
5265,ENSG00000122042
5267,ENSG00000122068
5268,ENSG00000122085
5271,ENSG00000122126
5274,ENSG00000122140
5280,ENSG00000122203
5281,ENSG00000122218
5284,ENSG00000122254
5285,ENSG00000122257
5286,ENSG00000122299
5288,ENSG00000122335
5289,ENSG00000122359
5292,ENSG00000122376
5293,ENSG00000122378
5294,ENSG00000122386
5295,ENSG00000122390
5296,ENSG00000122406
5297,ENSG00000122417
5300,ENSG00000122435
5301,ENSG00000122477
5302,ENSG00000122481
5303,ENSG00000122482
5304,ENSG00000122483
5305,ENSG00000122484
5306,ENSG00000122490
5307,ENSG00000122497
5308,ENSG00000122507
5309,ENSG00000122512
5310,ENSG00000122515
5312,ENSG00000122545
5313,ENSG00000122547
5315,ENSG00000122550
5316,ENSG00000122557
5317,ENSG00000122565
5318,ENSG00000122566
5319,ENSG00000122574
5322,ENSG00000122591
5323,ENSG00000122592
5324,ENSG00000122641
5325,ENSG00000122642
5326,ENSG00000122643
5327,ENSG00000122644
5328,ENSG00000122674
5329,ENSG00000122678
5331,ENSG00000122687
5333,ENSG00000122692
5334,ENSG00000122694
5335,ENSG00000122696
5336,ENSG00000122705
5337,ENSG00000122707
5341,ENSG00000122729
5344,ENSG00000122741
5346,ENSG00000122778
5347,ENSG00000122779
5348,ENSG00000122783
5349,ENSG00000122786
5354,ENSG00000122861
5355,ENSG00000122862
5356,ENSG00000122863
5357,ENSG00000122870
5359,ENSG00000122873
5360,ENSG00000122877
5361,ENSG00000122882
5362,ENSG00000122884
5363,ENSG00000122912
5364,ENSG00000122952
5365,ENSG00000122958
5366,ENSG00000122965
5367,ENSG00000122966
5368,ENSG00000122970
5369,ENSG00000122971
5371,ENSG00000123009
5372,ENSG00000123064
5373,ENSG00000123066
5374,ENSG00000123080
5375,ENSG00000123091
5376,ENSG00000123094
5378,ENSG00000123096
5379,ENSG00000123104
5380,ENSG00000123106
5382,ENSG00000123124
5383,ENSG00000123130
5384,ENSG00000123131
5385,ENSG00000123136
5386,ENSG00000123143
5387,ENSG00000123144
5388,ENSG00000123146
5389,ENSG00000123154
5390,ENSG00000123159
5393,ENSG00000123178
5394,ENSG00000123179
5396,ENSG00000123200
5397,ENSG00000123201
5398,ENSG00000123213
5399,ENSG00000123219
5400,ENSG00000123240
5402,ENSG00000123268
5403,ENSG00000123297
5408,ENSG00000123349
5409,ENSG00000123352
5410,ENSG00000123353
5411,ENSG00000123358
5413,ENSG00000123364
5414,ENSG00000123374
5415,ENSG00000123384
5416,ENSG00000123388
5417,ENSG00000123395
5418,ENSG00000123405
5420,ENSG00000123411
5421,ENSG00000123415
5422,ENSG00000123416
5423,ENSG00000123427
5424,ENSG00000123444
5428,ENSG00000123472
5429,ENSG00000123473
5430,ENSG00000123485
5433,ENSG00000123505
5434,ENSG00000123545
5435,ENSG00000123552
5438,ENSG00000123562
5442,ENSG00000123575
5446,ENSG00000123595
5447,ENSG00000123600
5448,ENSG00000123607
5449,ENSG00000123609
5452,ENSG00000123636
5453,ENSG00000123643
5454,ENSG00000123684
5455,ENSG00000123685
5456,ENSG00000123689
5458,ENSG00000123728
5459,ENSG00000123737
5460,ENSG00000123739
5461,ENSG00000123810
5462,ENSG00000123815
5463,ENSG00000123836
5466,ENSG00000123870
5467,ENSG00000123892
5469,ENSG00000123908
5470,ENSG00000123933
5471,ENSG00000123965
5472,ENSG00000123975
5473,ENSG00000123977
5474,ENSG00000123983
5475,ENSG00000123989
5476,ENSG00000123992
5477,ENSG00000123999
5479,ENSG00000124006
5481,ENSG00000124067
5482,ENSG00000124074
5483,ENSG00000124089
5487,ENSG00000124098
5488,ENSG00000124102
5490,ENSG00000124104
5491,ENSG00000124107
5493,ENSG00000124120
5494,ENSG00000124126
5495,ENSG00000124134
5497,ENSG00000124143
5498,ENSG00000124145
5499,ENSG00000124151
5500,ENSG00000124155
5502,ENSG00000124159
5503,ENSG00000124160
5504,ENSG00000124164
5505,ENSG00000124171
5506,ENSG00000124172
5507,ENSG00000124177
5508,ENSG00000124181
5509,ENSG00000124191
5510,ENSG00000124193
5513,ENSG00000124198
5514,ENSG00000124201
5517,ENSG00000124207
5519,ENSG00000124209
5520,ENSG00000124212
5521,ENSG00000124214
5523,ENSG00000124216
5524,ENSG00000124217
5525,ENSG00000124222
5526,ENSG00000124224
5527,ENSG00000124225
5528,ENSG00000124226
5530,ENSG00000124228
5534,ENSG00000124243
5535,ENSG00000124249
5536,ENSG00000124251
5539,ENSG00000124257
5541,ENSG00000124275
